Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Previous_Loan_Taken,Cibil_Score,Property_Area,Customer_Bandwith,Tenure,Loan_Status
LP002916,57,Male,Yes,0,Graduate,No,64782,355239,Yes,728,Urban,Good,12,No
LP002917,44,Female,No,0,Not Graduate,No,83145,208822,Yes,794,Semiurban,Good,28,No
LP002925,43,,No,5,Graduate,No,56742,750095,Yes,749,Semiurban,Good,26,No
LP002926,56,Male,Yes,0,Graduate,Yes,22173,687241,No,343,Semiurban,Bad,13,Yes
LP002928,43,Male,Yes,2,Graduate,No,25781,628750,Yes,646,Semiurban,Medium,11,No
LP002931,53,Male,Yes,4,Graduate,Yes,30791,442237,Yes,398,Semiurban,Bad,34,Yes
LP002933,47,,No,3,Graduate,Yes,73610,708892,Yes,827,Semiurban,Good,8,No
LP002936,40,Male,Yes,0,Graduate,No,61028,771651,Yes,601,Rural,Medium,44,No
LP002938,52,Male,Yes,4,Graduate,Yes,61707,290745,Yes,747,Urban,Good,6,No
LP002940,35,Male,No,5,Not Graduate,No,58650,263695,Yes,658,Rural,Good,14,No
LP002941,22,Male,Yes,0,Not Graduate,Yes,26686,744794,Yes,540,Rural,Medium,28,Yes
LP002943,39,Male,No,4,Graduate,No,86133,282330,No,684,Semiurban,Good,17,Yes
LP002945,22,Male,Yes,4,Graduate,Yes,81977,577978,Yes,743,Rural,Good,14,No
LP002948,28,Male,Yes,3,Graduate,No,22363,181494,Yes,841,Urban,Good,38,No
LP002949,54,Female,No,2,Graduate,,61869,217051,Yes,607,Urban,Medium,11,Yes
LP002950,33,Male,Yes,1,Not Graduate,,45912,721150,Yes,694,Rural,Good,47,No
LP002953,38,Male,Yes,5,Graduate,No,93970,338343,Yes,629,Urban,Medium,27,No
LP002958,21,Male,No,3,Graduate,No,98274,638438,Yes,642,Rural,Medium,10,No
LP002959,50,Female,Yes,2,Graduate,No,94642,311184,Yes,875,Semiurban,Good,15,No
LP002960,55,Male,Yes,4,Not Graduate,No,25059,723106,Yes,522,Urban,Medium,16,Yes
LP002961,47,Male,Yes,4,Graduate,No,44605,942151,Yes,695,Semiurban,Good,14,No
LP002964,36,Male,Yes,4,Not Graduate,No,34747,374750,Yes,707,Rural,Good,31,No
LP002974,35,Male,Yes,5,Graduate,No,88621,927686,Yes,610,Rural,Medium,23,No
LP002978,47,Female,No,3,Graduate,No,31364,785187,Yes,804,Rural,Good,24,No
LP002979,54,Male,Yes,2,Graduate,No,69163,872317,Yes,708,Rural,Good,38,No
LP002983,52,Male,Yes,0,Graduate,No,41947,909958,Yes,856,Urban,Good,6,No
LP002984,47,Male,Yes,1,Graduate,No,27246,942504,Yes,711,Urban,Good,39,No
LP002990,60,Female,No,0,Graduate,Yes,42631,149450,No,807,Semiurban,Good,45,Yes
LP001015,30,Male,Yes,5,Graduate,No,50634,394861,Yes,739,Urban,Good,38,No
LP001022,52,Male,Yes,3,Graduate,No,46411,991990,Yes,897,Urban,Good,40,No
LP001031,39,Male,Yes,1,Graduate,No,75534,663422,Yes,834,Urban,Good,32,No
LP001035,39,Male,Yes,0,Graduate,No,88932,460180,Yes,876,Urban,Good,20,No
LP001051,37,Male,No,3,Not Graduate,No,83020,731071,Yes,730,Urban,Good,5,Yes
LP001054,23,Male,Yes,3,Not Graduate,Yes,34658,150547,Yes,807,Urban,Good,27,No
LP001055,46,Female,No,5,Not Graduate,No,54742,312170,Yes,633,Semiurban,Medium,6,No
LP001056,47,Male,Yes,2,Not Graduate,No,73483,217780,No,686,Rural,Good,13,Yes
LP001059,59,Male,Yes,1,Graduate,,27136,503793,Yes,884,Urban,Good,47,No
LP001067,50,Male,No,5,Not Graduate,No,60634,269069,Yes,851,Semiurban,Good,31,No
LP001078,37,Male,No,3,Not Graduate,No,21238,974015,Yes,797,Urban,Good,24,No
LP001082,32,Male,Yes,5,Graduate,,81397,864553,Yes,761,Semiurban,Good,12,No
LP001083,20,Male,No,5,Graduate,No,65964,813087,Yes,664,Urban,Good,21,No
LP001094,34,Male,Yes,5,Graduate,,98020,884810,No,324,Semiurban,Bad,29,Yes
LP001096,20,Female,No,1,Graduate,No,71865,739588,Yes,838,Semiurban,Good,39,No
LP001099,38,Male,No,5,Graduate,No,56073,453562,Yes,831,Urban,Good,33,No
LP001105,41,Male,Yes,1,Graduate,No,53329,188509,Yes,701,Urban,Good,34,No
LP001107,60,Male,Yes,4,Graduate,No,89045,244076,Yes,784,Semiurban,Good,18,No
LP001108,42,Male,Yes,3,Graduate,No,31875,473032,Yes,671,Urban,Good,22,No
LP001115,60,Male,No,0,Graduate,No,22947,380416,Yes,841,Semiurban,Good,27,No
LP001121,30,Male,Yes,3,Not Graduate,No,73468,234542,Yes,839,Urban,Good,21,No
LP001124,43,Female,No,0,Not Graduate,No,63942,298814,Yes,863,Urban,Good,5,No
LP001128,53,,No,4,Graduate,No,98504,718178,Yes,798,Urban,Good,15,No
LP001135,20,Female,No,0,Not Graduate,No,54253,283302,Yes,802,Urban,Good,6,No
LP001149,22,Male,Yes,3,Graduate,No,85182,876845,Yes,649,Urban,Medium,27,No
LP001153,44,Male,No,3,Graduate,No,21630,680162,No,526,Rural,Medium,19,Yes
LP001163,60,Male,Yes,1,Graduate,No,82217,541174,Yes,725,Urban,Good,9,No
LP001169,55,Male,Yes,2,Graduate,No,21828,687403,Yes,618,Urban,Medium,45,No
LP001174,60,Male,Yes,2,Graduate,No,42739,758553,Yes,679,Semiurban,Good,13,No
LP001176,57,Male,No,3,Graduate,No,69495,763009,Yes,898,Urban,Good,30,No
LP001177,50,Female,No,1,Not Graduate,No,47915,264194,Yes,770,Semiurban,Good,6,No
LP001183,18,Male,Yes,3,Graduate,No,74223,191045,Yes,758,Urban,Good,23,No
LP001185,50,Male,No,1,Graduate,No,80354,970801,Yes,718,Semiurban,Good,45,No
LP001187,34,Male,Yes,4,Graduate,No,37057,651515,Yes,635,Urban,Medium,43,No
LP001190,23,Male,Yes,5,Graduate,No,34954,590012,Yes,762,Urban,Good,22,No
LP001203,56,Male,No,1,Graduate,No,36203,272439,No,718,Semiurban,Good,37,Yes
LP001208,53,Male,Yes,4,Graduate,,75145,923932,Yes,808,Urban,Good,11,No
LP001210,43,Male,Yes,2,Graduate,Yes,57368,321125,Yes,864,Urban,Good,29,No
LP001211,42,Male,No,5,Graduate,Yes,91362,557040,Yes,727,Urban,Good,7,No
LP001219,39,Male,No,4,Graduate,No,84896,699859,Yes,839,Urban,Good,46,No
LP001220,18,Male,Yes,1,Graduate,No,34290,928245,Yes,780,Urban,Good,19,No
LP001221,22,Female,No,2,Graduate,No,93313,856782,Yes,638,Urban,Medium,23,No
LP001226,44,Male,Yes,1,Not Graduate,No,70628,946189,Yes,722,Semiurban,Good,16,No
LP001230,46,Male,No,4,Graduate,No,85527,239461,Yes,887,Semiurban,Good,15,No
LP001231,60,Female,No,2,Graduate,No,33192,179746,Yes,706,Urban,Good,42,No
LP001232,48,Male,Yes,5,Graduate,No,58382,423980,Yes,706,Urban,Good,16,No
LP001237,24,Male,Yes,4,Not Graduate,No,26905,867905,Yes,890,Urban,Good,5,No
LP001242,43,Male,No,4,Not Graduate,No,61685,962390,Yes,849,Semiurban,Good,19,No
LP001268,55,Male,No,4,Graduate,No,74518,280452,Yes,694,Urban,Good,18,No
LP001270,47,Male,Yes,0,Not Graduate,Yes,91794,259412,Yes,791,Semiurban,Good,17,No
LP001284,48,Male,Yes,1,Graduate,No,30590,325658,Yes,741,Urban,Good,6,No
LP001287,36,,Yes,3,Not Graduate,No,48124,995372,Yes,655,Semiurban,Good,12,No
LP001291,20,Male,Yes,1,Graduate,No,40361,203352,Yes,722,Semiurban,Good,46,No
LP001298,45,Male,Yes,5,Graduate,No,79073,575608,Yes,772,Urban,Good,17,No
LP001312,34,Male,Yes,0,Not Graduate,Yes,38961,236878,Yes,691,Urban,Good,34,No
LP001313,51,Male,No,4,Graduate,No,22081,136984,No,616,Urban,Medium,12,Yes
LP001317,43,Female,No,5,Not Graduate,No,69539,523473,Yes,786,Rural,Good,9,No
LP001321,31,Male,Yes,5,Graduate,No,35576,143847,Yes,850,Semiurban,Good,20,No
LP001323,46,Female,Yes,5,Graduate,No,78496,409153,No,544,Semiurban,Medium,19,Yes
LP001324,52,Male,Yes,4,Graduate,No,83834,342178,Yes,726,Semiurban,Good,47,No
LP001332,38,Male,Yes,0,Not Graduate,No,31642,646143,Yes,786,Semiurban,Good,9,No
LP001335,45,Male,Yes,5,Graduate,Yes,69429,876068,Yes,773,Urban,Good,25,No
LP001338,45,Female,No,1,Graduate,No,43246,627708,Yes,683,Semiurban,Good,45,No
LP001347,21,Female,No,3,Graduate,No,84906,643514,No,794,Rural,Good,33,Yes
LP001348,47,Male,Yes,4,Not Graduate,No,22402,777448,Yes,805,Urban,Good,31,No
LP001351,56,Male,Yes,0,Graduate,No,60956,696503,Yes,852,Semiurban,Good,9,No
LP001352,36,Male,Yes,0,Not Graduate,No,39494,674004,No,759,Semiurban,Good,46,Yes
LP001358,34,Male,Yes,2,Graduate,No,84624,785356,No,868,Semiurban,Good,7,Yes
LP001359,42,Male,Yes,2,Graduate,No,35166,171593,Yes,685,Semiurban,Good,11,No
LP001361,51,Male,Yes,3,Graduate,No,62846,155251,No,456,Rural,Medium,14,Yes
LP001366,44,Female,No,4,Graduate,No,77888,237928,Yes,639,Semiurban,Medium,21,No
LP001368,52,Male,No,4,Graduate,No,55201,153713,Yes,783,Semiurban,Good,14,No
LP001375,53,Male,Yes,0,Graduate,,26163,807261,Yes,678,Urban,Good,25,No
LP001380,42,Male,Yes,1,Graduate,Yes,45254,982750,Yes,809,Rural,Good,18,No
LP001386,27,Male,Yes,1,Not Graduate,No,39551,639914,Yes,704,Semiurban,Good,41,No
LP001400,42,Male,No,5,Graduate,No,28390,106385,Yes,815,Urban,Good,35,No
LP001407,36,Male,Yes,1,Graduate,No,58045,793944,Yes,799,Urban,Good,28,No
LP001413,34,Male,No,2,Graduate,Yes,63606,597404,Yes,839,Rural,Good,10,No
LP001415,44,Male,Yes,1,Graduate,No,90008,869758,Yes,695,Semiurban,Good,31,No
LP001419,30,Female,Yes,4,Graduate,No,48981,233844,Yes,858,Urban,Good,32,No
LP001420,28,Male,Yes,5,Graduate,No,57865,666901,No,778,Urban,Good,40,Yes
LP001428,27,Male,Yes,0,Graduate,No,82063,293837,Yes,610,Urban,Medium,32,No
LP001445,34,Male,Yes,5,Not Graduate,No,70114,278423,No,515,Rural,Medium,10,Yes
LP001446,28,Male,Yes,1,Graduate,No,46529,204905,Yes,300,Rural,Bad,14,Yes
LP001450,54,Male,Yes,1,Graduate,No,79391,705355,No,310,Semiurban,Bad,41,Yes
LP001452,48,Male,Yes,1,Graduate,No,68079,101895,Yes,885,Rural,Good,22,No
LP001455,36,Male,Yes,2,Graduate,No,68610,382555,Yes,836,Urban,Good,17,No
LP001466,25,Male,No,5,Graduate,No,91245,316639,Yes,619,Semiurban,Medium,14,No
LP001471,37,Male,No,2,Not Graduate,No,93609,819206,Yes,705,Semiurban,Good,36,No
LP001472,45,Female,No,1,Graduate,,59783,569930,Yes,563,Rural,Medium,38,Yes
LP001475,20,Male,Yes,0,Graduate,Yes,52193,487782,Yes,723,Rural,Good,18,No
LP001483,30,Male,Yes,0,Graduate,No,63517,129611,Yes,701,Rural,Good,10,No
LP001486,46,Male,Yes,1,Graduate,No,72660,262066,Yes,773,Semiurban,Good,13,No
LP001490,49,Male,Yes,5,Not Graduate,No,50430,458472,Yes,870,Semiurban,Good,19,No
LP001496,55,Male,Yes,1,Graduate,No,42406,273850,No,568,Semiurban,Medium,24,Yes
LP001499,20,Female,Yes,3,Graduate,No,84871,473046,Yes,600,Semiurban,Medium,27,No
LP001500,58,Male,Yes,1,Graduate,No,34733,483700,Yes,651,Urban,Good,37,No
LP001501,59,Male,Yes,1,Graduate,No,67330,758238,Yes,801,Semiurban,Good,42,No
LP001517,23,Male,Yes,2,Graduate,No,47966,912642,Yes,891,Urban,Good,9,No
LP001527,18,Male,Yes,4,Graduate,No,20091,477162,Yes,872,Semiurban,Good,6,No
LP001534,20,Male,No,3,Graduate,No,52215,702018,Yes,747,Rural,Good,28,No
LP001542,38,Female,Yes,0,Graduate,No,73481,454658,No,411,Semiurban,Bad,21,Yes
LP001547,55,Male,Yes,0,Graduate,No,99130,672847,Yes,773,Urban,Good,29,No
LP001548,54,Male,Yes,5,Not Graduate,No,23042,556646,Yes,676,Rural,Good,36,No
LP001558,45,Male,No,4,Graduate,No,22390,607489,Yes,669,Semiurban,Good,16,No
LP001561,40,Female,Yes,1,Graduate,No,73244,791985,Yes,809,Semiurban,Good,34,No
LP001563,43,,No,4,Graduate,No,37941,525175,No,682,Urban,Good,42,Yes
LP001567,55,Male,Yes,5,Graduate,No,34543,557492,Yes,868,Rural,Good,32,No
LP001568,55,Male,Yes,5,Graduate,No,87366,128200,Yes,685,Semiurban,Good,42,No
LP001573,31,Male,Yes,3,Not Graduate,No,81731,562461,Yes,640,Urban,Medium,40,No
LP001584,25,Female,No,1,Graduate,Yes,66164,272374,Yes,848,Semiurban,Good,43,No
LP001587,32,Male,Yes,3,Graduate,No,67630,960809,Yes,615,Semiurban,Medium,36,No
LP001589,51,Female,No,1,Graduate,No,88090,240232,Yes,626,Urban,Medium,44,No
LP001591,18,Female,Yes,3,Graduate,No,64740,438113,Yes,745,Semiurban,Good,45,No
LP001599,51,Male,Yes,4,Graduate,No,81618,217663,Yes,837,Rural,Good,32,No
LP001601,38,Male,No,2,Graduate,No,23766,883266,Yes,677,Semiurban,Good,21,No
LP001607,54,Female,No,5,Not Graduate,No,68739,689178,Yes,421,Semiurban,Bad,40,Yes
LP001611,19,Male,Yes,4,Graduate,No,99268,169599,No,513,Rural,Medium,7,Yes
LP001613,45,Female,No,2,Graduate,No,65188,341390,No,890,Urban,Good,36,Yes
LP001622,45,Male,Yes,2,Graduate,No,77180,931248,No,363,Rural,Bad,36,Yes
LP001627,33,Male,No,1,Graduate,No,71631,719133,Yes,640,Urban,Medium,15,No
LP001650,38,Male,Yes,4,Graduate,No,53256,336285,Yes,800,Rural,Good,45,No
LP001651,21,Male,Yes,2,Graduate,No,35128,919741,Yes,853,Urban,Good,41,No
LP001652,28,Male,No,5,Graduate,No,92148,145015,No,593,Rural,Medium,28,Yes
LP001655,40,Female,No,0,Graduate,No,80787,401930,No,438,Urban,Bad,38,Yes
LP001660,31,Male,No,1,Graduate,No,69679,456041,Yes,712,Semiurban,Good,37,No
LP001662,25,Male,No,0,Graduate,No,91569,477618,No,569,Urban,Medium,8,Yes
LP001663,25,Male,Yes,5,Graduate,No,25103,762795,Yes,793,Urban,Good,21,No
LP001667,30,Male,No,0,Graduate,No,97862,966056,Yes,894,Urban,Good,6,No
LP001695,28,Male,Yes,1,Not Graduate,No,22746,473491,Yes,867,Semiurban,Good,12,No
LP001703,31,Male,Yes,1,Graduate,No,97847,649827,Yes,720,Urban,Good,36,No
LP001718,18,Male,No,2,Graduate,No,84956,147849,Yes,501,Rural,Medium,5,Yes
LP001728,37,Male,Yes,4,Graduate,Yes,73685,713454,Yes,614,Rural,Medium,45,No
LP001735,39,Female,No,1,Graduate,No,88975,385741,Yes,888,Urban,Good,6,No
LP001737,47,Male,No,1,Graduate,No,94347,276326,Yes,663,Urban,Good,18,No
LP001739,22,Male,Yes,1,Graduate,No,96540,816289,Yes,615,Urban,Medium,36,No
LP001742,26,Male,Yes,4,Graduate,No,69210,947236,Yes,662,Rural,Good,14,No
LP001757,44,Male,Yes,2,Graduate,No,64479,633877,Yes,748,Rural,Good,47,No
LP001769,56,,No,4,Graduate,No,64024,242203,Yes,714,Semiurban,Good,42,No
LP001771,33,Female,No,0,Graduate,No,75582,185773,Yes,653,Semiurban,Good,19,No
LP001785,40,Male,No,5,Graduate,No,69918,210672,No,506,Rural,Medium,6,Yes
LP001787,30,Male,Yes,4,Graduate,No,38848,583602,Yes,674,Rural,Good,26,No
LP001789,21,Male,Yes,5,Not Graduate,,84480,223927,No,408,Urban,Bad,48,Yes
LP001791,18,Male,Yes,3,Graduate,Yes,57052,403389,Yes,880,Semiurban,Good,21,No
LP001794,34,Male,Yes,2,Graduate,Yes,66503,115703,Yes,623,Rural,Medium,11,No
LP001797,53,Female,No,5,Graduate,No,58393,992305,Yes,733,Urban,Good,26,No
LP001815,18,Male,No,1,Not Graduate,No,80255,991814,Yes,773,Semiurban,Good,6,No
LP001817,27,Male,No,1,Not Graduate,Yes,21348,697616,No,475,Rural,Medium,31,Yes
LP001818,27,Male,Yes,3,Graduate,No,33691,199103,Yes,886,Semiurban,Good,7,No
LP001822,31,Male,No,3,Graduate,No,52153,124191,Yes,645,Urban,Medium,6,No
LP001827,25,Male,No,4,Graduate,No,69941,982801,Yes,860,Urban,Good,19,No
LP001831,23,Male,Yes,5,Graduate,No,54090,477080,Yes,671,Urban,Good,37,No
LP001842,49,Male,No,5,Graduate,No,66504,171142,Yes,854,Rural,Good,46,No
LP001853,29,Male,Yes,5,Not Graduate,No,76398,710243,No,863,Urban,Good,7,Yes
LP001855,50,Male,Yes,3,Graduate,No,38888,999893,Yes,692,Rural,Good,48,No
LP001857,54,Male,No,4,Not Graduate,Yes,45838,527912,Yes,618,Semiurban,Medium,33,No
LP001862,42,Male,Yes,4,Graduate,Yes,93625,481451,Yes,867,Urban,Good,31,No
LP001867,48,Male,Yes,3,Graduate,No,98875,950992,Yes,805,Rural,Good,10,Yes
LP001878,50,Male,No,4,Graduate,No,96683,186130,Yes,837,Semiurban,Good,42,No
LP001881,41,Male,Yes,4,Not Graduate,No,71253,210183,Yes,373,Rural,Bad,21,Yes
LP001886,35,Male,No,0,Graduate,No,29971,164882,Yes,721,Rural,Good,24,No
LP001906,29,Male,No,5,Graduate,,60336,980093,No,708,Semiurban,Good,13,Yes
LP001909,22,Male,No,4,Graduate,No,48621,332897,Yes,616,Urban,Medium,45,No
LP001911,18,Female,No,4,Graduate,No,91183,882607,Yes,788,Rural,Good,42,No
LP001921,58,Male,No,0,Graduate,No,36370,213157,Yes,712,Rural,Good,47,No
LP001923,26,Male,No,2,Not Graduate,No,52976,635168,No,541,Semiurban,Medium,15,Yes
LP001933,28,Male,No,3,Not Graduate,No,54014,474234,No,785,Urban,Good,35,Yes
LP001943,35,Male,Yes,2,Graduate,No,58986,643776,Yes,641,Urban,Medium,16,No
LP001950,47,Female,Yes,5,Graduate,,76385,309998,No,582,Semiurban,Medium,26,Yes
LP001959,57,Female,Yes,4,Graduate,No,32689,738073,Yes,622,Rural,Medium,6,Yes
LP001961,18,Female,No,4,Graduate,No,73062,643849,Yes,645,Rural,Medium,40,No
LP001973,53,Male,Yes,4,Not Graduate,No,40301,616987,Yes,698,Rural,Good,46,No
LP001975,39,Male,Yes,2,Graduate,No,57155,448730,Yes,574,Rural,Medium,14,Yes
LP001979,36,Male,No,5,Graduate,No,45871,763661,No,701,Urban,Good,8,Yes
LP001995,30,Male,Yes,0,Not Graduate,No,74862,994179,No,418,Rural,Bad,44,Yes
LP001999,38,Male,Yes,3,Graduate,,86438,770966,Yes,803,Rural,Good,16,No
LP002007,60,Male,Yes,0,Not Graduate,No,43310,608984,Yes,830,Urban,Good,18,No
LP002009,25,Female,No,2,Graduate,No,56296,580037,Yes,822,Rural,Good,48,No
LP002016,26,Male,Yes,1,Graduate,No,32427,358976,Yes,684,Rural,Good,6,No
LP002017,43,Male,Yes,2,Graduate,No,97077,395863,Yes,759,Urban,Good,42,No
LP002018,41,Male,Yes,4,Graduate,No,22604,293480,Yes,695,Semiurban,Good,46,No
LP002027,46,Male,Yes,1,Graduate,No,91739,287491,Yes,743,Semiurban,Good,21,No
LP002028,44,Male,Yes,3,Graduate,No,86301,510618,Yes,602,Urban,Medium,34,No
LP002042,26,Female,Yes,0,Graduate,No,81575,180754,Yes,803,Rural,Good,9,No
LP002045,34,Male,Yes,1,Graduate,No,45004,943229,Yes,655,Urban,Good,36,No
LP002046,50,Male,Yes,4,Not Graduate,No,90799,594422,Yes,675,Semiurban,Good,31,No
LP002047,31,Male,Yes,4,Not Graduate,No,80404,719425,Yes,823,Semiurban,Good,30,No
LP002056,38,Male,Yes,5,Graduate,No,58266,767821,Yes,605,Semiurban,Medium,21,No
LP002057,27,Male,Yes,1,Not Graduate,No,58962,869510,Yes,831,Rural,Good,38,No
LP002059,33,Male,Yes,1,Graduate,No,21723,145171,Yes,721,Rural,Good,30,No
LP002062,22,Female,Yes,1,Graduate,No,81390,408268,Yes,723,Rural,Good,5,No
LP002064,33,Male,No,5,Graduate,No,52304,547407,Yes,748,Urban,Good,22,No
LP002069,36,Male,Yes,2,Not Graduate,,32022,321165,No,767,Rural,Good,29,Yes
LP002070,34,Male,Yes,0,Not Graduate,No,66371,316277,No,708,Rural,Good,35,Yes
LP002077,49,Male,Yes,2,Graduate,No,62218,762439,Yes,844,Semiurban,Good,29,Yes
LP002083,49,Male,No,4,Graduate,Yes,22313,577781,Yes,667,Urban,Good,36,No
LP002090,34,Male,Yes,0,Graduate,No,38451,943676,No,667,Semiurban,Good,23,Yes
LP002096,19,Male,Yes,3,Not Graduate,No,78317,359809,Yes,791,Rural,Good,8,No
LP002099,19,Male,Yes,4,Graduate,No,38405,995474,No,717,Urban,Good,16,Yes
LP002102,59,Male,Yes,0,Graduate,Yes,41134,914354,Yes,757,Rural,Good,23,No
LP002105,39,Male,Yes,1,Graduate,Yes,51326,165360,Yes,875,Rural,Good,42,No
LP002107,49,Male,Yes,0,Not Graduate,No,80621,961064,Yes,753,Urban,Good,31,No
LP002111,46,Male,Yes,3,Graduate,No,24506,225596,Yes,823,Urban,Good,30,No
LP002117,38,Female,Yes,2,Graduate,No,70879,874776,Yes,688,Semiurban,Good,15,No
LP002118,28,Female,No,0,Graduate,No,71952,102144,Yes,638,Semiurban,Medium,13,No
LP002123,18,Male,Yes,5,Graduate,No,80398,294729,Yes,813,Semiurban,Good,18,No
LP002125,44,Male,Yes,5,Graduate,No,26565,380367,Yes,604,Semiurban,Medium,28,No
LP002148,58,Male,Yes,4,Graduate,No,47765,675439,Yes,658,Semiurban,Good,30,No
LP002152,46,Female,No,1,Graduate,No,64864,210769,Yes,871,Urban,Good,21,Yes
LP002165,46,,No,2,Not Graduate,No,45608,645905,Yes,735,Rural,Good,41,No
LP002167,26,Female,No,2,Graduate,No,31340,511486,Yes,723,Urban,Good,43,No
LP002168,41,Male,No,0,Graduate,No,44531,430358,No,702,Rural,Good,45,Yes
LP002172,29,Male,Yes,0,Graduate,Yes,45928,958927,Yes,613,Semiurban,Medium,9,No
LP002176,37,Male,No,1,Graduate,No,20807,577202,Yes,788,Rural,Good,7,No
LP002183,49,Male,Yes,3,Not Graduate,No,72829,231632,Yes,782,Rural,Good,42,No
LP002184,39,Male,Yes,0,Not Graduate,No,56094,591744,Yes,668,Urban,Good,18,No
LP002186,39,Male,Yes,5,Not Graduate,No,94005,236754,Yes,647,Semiurban,Medium,6,No
LP002192,60,Male,Yes,2,Graduate,No,95743,599722,Yes,664,Rural,Good,42,No
LP002195,50,Male,Yes,3,Graduate,Yes,80017,462439,Yes,655,Rural,Good,13,No
LP002208,33,Male,Yes,3,Graduate,No,70925,685791,Yes,714,Urban,Good,34,No
LP002212,23,Male,Yes,2,Graduate,No,56788,156835,Yes,680,Urban,Good,16,No
LP002240,50,Male,Yes,2,Not Graduate,No,28112,324962,Yes,682,Rural,Good,39,No
LP002245,48,Male,Yes,0,Not Graduate,No,53335,146078,Yes,803,Urban,Good,7,No
LP002253,45,Female,No,4,Graduate,No,20099,710074,Yes,683,Rural,Good,9,No
LP002256,25,Female,No,2,Graduate,Yes,78728,966560,No,843,Semiurban,Good,28,Yes
LP002257,44,Female,No,4,Graduate,No,54852,406774,Yes,786,Urban,Good,15,No
LP002264,57,Male,Yes,2,Graduate,No,88575,929917,Yes,672,Urban,Good,20,No
LP002270,52,Male,Yes,5,Graduate,No,52881,457408,Yes,762,Rural,Good,42,No
LP002279,21,Male,No,0,Graduate,No,58294,556507,Yes,617,Rural,Medium,47,No
LP002286,31,Male,Yes,4,Not Graduate,No,97799,119209,No,306,Urban,Bad,34,Yes
LP002294,34,Male,No,4,Graduate,No,30865,774286,Yes,686,Semiurban,Good,38,No
LP002298,41,,No,2,Graduate,Yes,72962,598260,Yes,810,Urban,Good,32,No
LP002306,49,Male,Yes,4,Graduate,No,20025,397130,Yes,892,Rural,Good,17,No
LP002310,57,Female,No,2,Graduate,No,54904,976174,Yes,736,Semiurban,Good,39,No
LP002311,35,Female,Yes,1,Graduate,No,25684,251272,Yes,601,Urban,Medium,26,No
LP002316,25,Male,No,3,Graduate,No,92202,714091,No,433,Urban,Bad,15,Yes
LP002321,33,Female,No,4,Graduate,No,50445,788225,No,498,Semiurban,Medium,38,Yes
LP002325,41,Male,Yes,1,Not Graduate,No,72402,726341,Yes,665,Rural,Good,16,No
LP002326,22,Male,Yes,5,Not Graduate,No,58272,495751,Yes,896,Semiurban,Good,13,No
LP002329,56,Male,No,5,Graduate,No,70250,697773,Yes,313,Urban,Bad,24,Yes
LP002333,43,Male,No,5,Not Graduate,No,82004,294513,Yes,745,Urban,Good,26,No
LP002339,57,Male,Yes,5,Graduate,No,58356,976839,No,474,Semiurban,Medium,23,Yes
LP002344,37,Male,Yes,1,Graduate,No,25798,554571,Yes,747,Semiurban,Good,21,No
LP002346,18,Male,Yes,4,Graduate,,89068,174776,No,418,Rural,Bad,24,Yes
LP002354,31,Female,No,0,Not Graduate,No,28968,103315,Yes,770,Semiurban,Good,45,No
LP002355,49,,Yes,5,Graduate,No,28636,709231,No,628,Semiurban,Medium,29,Yes
LP002358,26,Male,Yes,2,Graduate,Yes,23659,270585,Yes,782,Urban,Good,7,No
LP002360,56,Male,Yes,5,Graduate,No,58420,610660,Yes,636,Urban,Medium,40,No
LP002375,44,Male,Yes,0,Not Graduate,Yes,94114,825410,Yes,833,Semiurban,Good,28,No
LP002376,31,Male,No,1,Graduate,No,25258,469712,Yes,602,Rural,Medium,18,No
LP002383,29,Male,Yes,4,Graduate,No,23797,124931,No,424,Urban,Bad,31,Yes
LP002385,46,Male,Yes,4,Graduate,No,97912,868606,Yes,888,Semiurban,Good,11,No
LP002389,18,Female,No,4,Graduate,No,62848,692372,Yes,797,Semiurban,Good,5,No
LP002394,38,Male,Yes,0,Graduate,No,21015,899828,Yes,845,Urban,Good,46,No
LP002397,24,Female,Yes,0,Graduate,No,60944,611391,Yes,852,Urban,Good,19,No
LP002399,41,Male,No,2,Graduate,,70997,624114,No,482,Rural,Medium,35,Yes
LP002400,55,Female,Yes,4,Graduate,No,36432,834539,Yes,840,Rural,Good,45,No
LP002402,20,Male,Yes,5,Graduate,No,26933,318688,Yes,679,Urban,Good,6,No
LP002412,35,Male,Yes,3,Graduate,No,28670,534762,Yes,875,Rural,Good,33,No
LP002415,33,Female,No,4,Graduate,,91076,346287,Yes,765,Rural,Good,15,Yes
LP002417,32,Male,Yes,1,Not Graduate,No,50779,512626,Yes,832,Semiurban,Good,43,No
LP002420,29,Male,Yes,0,Graduate,No,93155,468362,Yes,893,Semiurban,Good,22,No
LP002425,35,Male,No,4,Graduate,No,45486,954744,Yes,895,Rural,Good,38,Yes
LP002433,19,Male,Yes,2,Graduate,No,23831,135859,Yes,715,Rural,Good,14,No
LP002440,54,Male,Yes,0,Graduate,No,41877,843083,Yes,855,Rural,Good,16,No
LP002441,54,Male,No,2,Graduate,No,40690,364592,Yes,640,Semiurban,Medium,26,No
LP002442,54,Female,Yes,1,Not Graduate,No,29479,510619,No,379,Urban,Bad,17,Yes
LP002445,52,Female,No,5,Not Graduate,No,74906,469214,Yes,689,Rural,Good,38,No
